attempt_id,run_id,phase,candidate_name,replicate,epoch,mu,mu_in,mu_ref,rho_in,rho_ref,iterations,epoch_seconds,training_loss,display_loss,training_contexts,epochs,depth,hidden_size,schedule_kind,seed,worker_id,hostname,created_at
full_data_amount_n100_rep01_attempt1777993799672_w3,full_data_amount_n100_rep01,data_amount,n100,1,8,1.0,1.0,1.0,0.0,0.0,100,17.995303869247437,976.3156282504243,976.3156282504243,100,130,3,128,piecewise_linear,95001,3,instance-20260504-202505,1777994013426
full_data_amount_n100_rep03_attempt1777993803163_w6,full_data_amount_n100_rep03,data_amount,n100,3,14,1.0,1.0,1.0,0.0,0.0,100,11.25507402420044,963.3482051416873,963.3482051416873,100,130,3,128,piecewise_linear,95003,6,instance-20260501-084214,1777994014096
full_data_amount_n100_rep04_attempt1777993802585_w7,full_data_amount_n100_rep04,data_amount,n100,4,15,1.0,1.0,1.0,0.0,0.0,100,10.849792957305908,919.2642876531161,919.2642876531161,100,130,3,128,piecewise_linear,95004,7,instance-20260504-201725,1777994016080
full_data_amount_n100_rep02_attempt1777993800929_w5,full_data_amount_n100_rep02,data_amount,n100,2,25,0.9505,0.9505,0.9505,0.0,0.0,100,6.89432692527771,928.2032671404512,928.2032671404512,100,130,3,128,piecewise_linear,95002,5,instance-20260505-111334,1777994016326
full_data_amount_n100_rep06_attempt1777993804334_w9,full_data_amount_n100_rep06,data_amount,n100,6,13,1.0,1.0,1.0,0.0,0.0,100,11.6132071018219,921.3201422446131,921.3201422446131,100,130,3,128,piecewise_linear,95006,9,instance-20260501-133020,1777994016842
full_data_amount_n100_rep05_attempt1777993804359_w8,full_data_amount_n100_rep05,data_amount,n100,5,13,1.0,1.0,1.0,0.0,0.0,100,11.81012487411499,954.2946942231633,954.2946942231633,100,130,3,128,piecewise_linear,95005,8,instance-20260501-133020,1777994020298
full_data_amount_n100_rep02_attempt1777993800929_w5,full_data_amount_n100_rep02,data_amount,n100,2,26,0.9406,0.9406,0.9406,0.0,0.0,100,6.893427133560181,932.0547181769934,932.0547181769934,100,130,3,128,piecewise_linear,95002,5,instance-20260505-111334,1777994023334
full_data_amount_n100_rep03_attempt1777993803163_w6,full_data_amount_n100_rep03,data_amount,n100,3,15,1.0,1.0,1.0,0.0,0.0,100,12.311355113983154,962.8866352287206,962.8866352287206,100,130,3,128,piecewise_linear,95003,6,instance-20260501-084214,1777994026432
full_data_amount_n100_rep04_attempt1777993802585_w7,full_data_amount_n100_rep04,data_amount,n100,4,16,1.0,1.0,1.0,0.0,0.0,100,11.327819108963013,919.0812936104345,919.0812936104345,100,130,3,128,piecewise_linear,95004,7,instance-20260504-201725,1777994027433
full_data_amount_n100_rep06_attempt1777993804334_w9,full_data_amount_n100_rep06,data_amount,n100,6,14,1.0,1.0,1.0,0.0,0.0,100,11.703187227249146,920.0989544584896,920.0989544584896,100,130,3,128,piecewise_linear,95006,9,instance-20260501-133020,1777994028569
